date,close
2020-01-01,100.49671415301123
2020-01-02,100.35844985184005
2020-01-03,101.00613838994074
2020-01-04,102.52916824634876
2020-01-05,102.29501487162543
2020-01-06,102.06087791467625
2020-01-07,103.64009073018364
2020-01-08,104.40752545933655
2020-01-09,103.9380510734016
2020-01-10,104.48061111698756
2020-01-11,104.0171934241751
2020-01-12,103.55146367060485
2020-01-13,103.79342594217087
2020-01-14,101.88014569751307
2020-01-15,100.15522786500004
2020-01-16,99.59294033575907
2020-01-17,98.58010921542466
2020-01-18,98.89435654801993
2020-01-19,97.98633247249872
2020-01-20,96.57402877116343
2020-01-21,98.03967754008498
2020-01-22,97.81390123959844
2020-01-23,97.88142944428637
2020-01-24,96.4566812580729
2020-01-25,95.91229853354773
2020-01-26,96.02322112325758
2020-01-27,94.87222754583529
2020-01-28,95.24792556418096
2020-01-29,94.64728687426215
2020-01-30,94.35559312446888
2020-01-31,93.75388651223948
2020-02-01,95.60616469674842
2020-02-02,95.59266747201049
2020-02-03,94.53495654305459
2020-02-04,95.35750145515777
2020-02-05,94.13665780518676
2020-02-06,94.3455214001915
2020-02-07,92.38585127631173
2020-02-08,91.05766522741331
2020-02-09,91.25452646328243
2020-02-10,91.99299304327783
2020-02-11,92.1643613244678
2020-02-12,92.04871304207957
2020-02-13,91.74760934649028
2020-02-14,90.26908735612285
2020-02-15,89.54924314772813
2020-02-16,89.08860437676836
2020-02-17,90.14572660298727
2020-02-18,90.48934489255574
2020-02-19,88.72630473719299
2020-02-20,89.0503887065878
2020-02-21,88.66530642617147
2020-02-22,87.98838442586552
2020-02-23,88.60006071470639
2020-02-24,89.63106023720233
2020-02-25,90.56234035631853
2020-02-26,89.7231228330959
2020-02-27,89.41391045724468
2020-02-28,89.74517388864824
2020-02-29,90.7207190157706
2020-03-01,90.24154477792531
2020-03-02,90.0558858012615
2020-03-03,88.94955082725546
2020-03-04,87.7533442031748
2020-03-05,88.565870025569
2020-03-06,89.92211005413982
2020-03-07,89.85009993255949
2020-03-08,90.85363283045152
2020-03-09,91.21526885549915
2020-03-10,90.57014910089401
2020-03-11,90.93154470640243
2020-03-12,92.4695812728684
2020-03-13,92.43375523375845
2020-03-14,93.99839888957246
2020-03-15,91.37865378548271
2020-03-16,92.20055628985793
2020-03-17,92.2876033580961
2020-03-18,91.98859600763024
2020-03-19,92.08035678416574
2020-03-20,90.09278786956484
2020-03-21,89.87311598172734
2020-03-22,90.23022855323909
2020-03-23,91.7081225979806
2020-03-24,91.18985237970695
2020-03-25,90.38135877681377
2020-03-26,89.87960173322922
2020-03-27,90.7950038509313
2020-03-28,91.12375496059099
2020-03-29,90.59399475682395
2020-03-30,91.1072621899373
2020-03-31,91.20433973928534
2020-04-01,92.17298472981824
2020-04-02,91.47093163594087
2020-04-03,91.14326948934311
2020-04-04,90.75116133621096
2020-04-05,89.28764638807883
2020-04-06,89.58376666514341
2020-04-07,89.8448219373233
2020-04-08,89.84993539396577
2020-04-09,89.61534826059061
2020-04-10,88.1999775185402
2020-04-11,87.77933219577484
2020-04-12,87.43661767924807
2020-04-13,86.63434041002645
2020-04-14,86.47305469836044
2020-04-15,86.87710555517498
2020-04-16,88.7632914563855
2020-04-17,88.93786926921734
2020-04-18,89.19541965994011
2020-04-19,89.12097374417394
2020-04-20,87.2022025288749
2020-04-21,87.17568865342568
2020-04-22,87.23591886336672
2020-04-23,89.699160975852
2020-04-24,89.50680001107088
2020-04-25,89.80834735340449
2020-04-26,89.77363558369925
2020-04-27,88.60495754607972
2020-04-28,89.74778036059473
2020-04-29,90.49971339328151
2020-04-30,91.29074534032455
2020-05-01,90.38135788552981
2020-05-02,91.78415219646591
2020-05-03,90.38230113367364
2020-05-04,90.96915822747391
2020-05-05,93.15961385328389
2020-05-06,92.1690775281532
